country;contract_name;name;company;bonus;banking;status;bike_stands;count
Belgium;Bruxelles-Capitale;290 - GARE DE CALEVOET / KALEVOET STATION;villo;False;True;OPEN;25;2826
France;Cergy-Pontoise;50022 - CER22 - GARE CERGY GRAND CENTRE (CB);Velo2;False;True;OPEN;27;2825
IRELAND;Dublin;SMITHFIELD NORTH;dublinbikes;False;True;OPEN;30;2823
IRELAND;Dublin;SMITHFIELD;dublinbikes;False;False;OPEN;30;2823
Luxembourg;Luxembourg;FRIEDEN;Veloh;False;True;OPEN;20;2823
France;Lyon;8040 - AMBROISE PARÉ;Vélo'V;False;True;OPEN;24;2823
France;Lyon;3079 - PLACE LOUISE;Vélo'V;False;True;OPEN;16;2823
France;Paris;09022 - LAFITTE ROSSINI;Velib;False;True;OPEN;33;2820
France;Paris;15113 - FALGUIERE ARSONVAL;Velib;False;True;OPEN;25;2820
France;Paris;18114 - LEPIC VERON;Velib;True;True;OPEN;21;2820
France;Paris;18103 - CHARLES HERMITE;Velib;False;True;CLOSED;23;2307
France;Paris;09018 - PLACE PIGALLE;Velib;True;True;OPEN;34;2820
France;Paris;14024 - RAYMOND LOSSERAND;Velib;False;True;OPEN;24;2820
France;Paris;21311 - GAMBETTA (ISSY LES MOULINEAUX);Velib;False;True;OPEN;55;2820
Spain;Seville;179_RONDA URBANA NORTE;SEVICI;False;True;OPEN;20;2818
Spain;Seville;180_CALLE DOCTOR JAIME MARCOS;SEVICI;False;True;OPEN;20;2818
Spain;Valence;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;Valenbisi;False;False;OPEN;20;2817
France;Paris;06009 - GUYNEMER LUXEMBOURG;Velib;False;True;OPEN;35;914
JAPAN;Toyama;県庁前公園　KENCHOMAE PARK;cyclocity;False;False;CLOSED;17;1
Luxembourg;Luxembourg;ROBERT SCHUMAN;Veloh;False;True;OPEN;25;2823
France;Marseille;4238-LIBERATION-CHAPE-ESPERANDIEU;Le vélo;False;True;OPEN;12;2823
France;Marseille;8144-ESCALE BORELY POINTE ROUGE;Le vélo;False;True;OPEN;10;2823
France;Paris;02101 - BACHAUMONT;Velib;False;True;OPEN;33;2819
France;Paris;14034 - RUE DE L OUEST CHATEAU;Velib;True;True;OPEN;24;2820
France;Paris;06004 - REGARD;Velib;False;True;OPEN;44;2820
France;Paris;07011 - ST DOMINIQUE;Velib;False;True;OPEN;22;2820
Spain;Seville;129_CALLE VIRGEN DE LUJAN;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00140 - EMILE MALE;Vélô;False;True;OPEN;29;2818
France;Toulouse;00203 - ST EX. - PETIT PRINCE;Vélô;False;True;OPEN;20;2818
France;Toulouse;00181 - PLANA GARNIER;Vélô;False;True;OPEN;17;2818
Spain;Valence;274_MANUEL_ANDRES_CASTELL_DE_POLOP;Valenbisi;False;False;OPEN;15;2818
Spain;Valence;226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS;Valenbisi;False;False;OPEN;30;2818
Lithuania;Vilnius;9-UŽUPIS;Cyclocity;False;True;OPEN;12;2818
France;Paris;12126 - AVENUE DE GRAVELLE;Velib;False;True;CLOSED;50;1
France;Marseille;8279- CLOT BEY DAUMIER;Le vélo;False;True;OPEN;15;1
France;Besancon;13 - VICTOR HUGO;VéloCité;False;False;OPEN;10;2827
Belgium;Bruxelles-Capitale;260 - TRITON;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;103 - ERNEST SOLVAY;villo;True;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;057 - MADOU/MADOU;villo;True;True;OPEN;23;2826
Belgium;Bruxelles-Capitale;282 - CENTENAIRE / EEUWFEEST;villo;False;True;OPEN;25;2826
Slovenia;Ljubljana;ILIRSKA ULICA;Bicikelj;False;False;OPEN;18;2823
Sweden;Lund;MÅRTENSTORGET;Lundahoj;False;True;OPEN;33;2823
France;Lyon;9032 - PLACE DU PORT MOUTON;Vélo'V;False;True;OPEN;18;2823
Belgium;Namur;028 - EXPO;Li bia velo;False;True;OPEN;15;2823
France;Nancy;00006 - LES 2 RIVES (CB);vélOstan'lib;False;True;OPEN;16;2823
France;Paris;16042 - PORTE DE SAINT CLOUD;Velib;False;True;OPEN;56;2820
France;Paris;43008 - FONTENAY (VINCENNES);Velib;False;True;OPEN;25;2820
France;Paris;20019 - MAQUIS DU VERCORS - PORTE DES LILAS;Velib;True;True;OPEN;30;2820
France;Paris;17038 - ARGENTINE;Velib;False;True;OPEN;56;2820
France;Paris;22014 - HUGO (NEUILLY);Velib;False;True;OPEN;25;2820
France;Toulouse;00225 - BELIN ONERA;Vélô;False;True;OPEN;20;2818
Spain;Valence;014_BARÓN CARCER;Valenbisi;False;True;OPEN;20;2818
Lithuania;Vilnius;27-ŽALIASIS TILTAS;Cyclocity;False;True;OPEN;18;2818
Belgium;Bruxelles-Capitale;216 - ARISTIDE BRIAND;villo;False;True;OPEN;25;1932
Spain;Valence;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;Valenbisi;False;False;CLOSED;20;1
Belgium;Bruxelles-Capitale;152 - PLACE DAILLY/DAILLYPLEIN;villo;True;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;203 - DEMOSTHENE;villo;False;True;OPEN;15;2826
Belgium;Bruxelles-Capitale;155 - LES MARRONNIERS;villo;True;True;OPEN;20;2826
IRELAND;Dublin;GRAND CANAL DOCK;dublinbikes;False;False;OPEN;40;2823
France;Nantes;00022-MOQUECHIEN;Bicloo;False;False;OPEN;16;2823
France;Paris;19006 - MATHIS;Velib;False;True;OPEN;55;2820
France;Paris;14104 - LOSSERAND BOYER-BARRET;Velib;False;True;OPEN;22;2820
France;Paris;15011 - THEBAUD RUE DE CAMBRONNE;Velib;False;True;OPEN;62;2820
France;Paris;15010 - CAMBRONNE;Velib;False;True;OPEN;59;2820
France;Paris;16108 - SABLONS;Velib;False;True;OPEN;35;2820
Spain;Seville;251_AVDA. CRUZ CAMPO;SEVICI;False;True;OPEN;15;2818
Spain;Seville;032_CALLE MUÑOZ LEÓN;SEVICI;False;True;OPEN;15;2818
France;Toulouse;00179 - CASSAING PLANA;Vélô;False;True;OPEN;17;2818
France;Toulouse;00119 - CHAPOU;Vélô;False;True;OPEN;24;2818
Spain;Valence;255_SAN_VICENTE_MARTIR_TOMAS_DE_VILLAROYA;Valenbisi;False;False;OPEN;18;2818
Spain;Valence;029_PLAZA AMERICA;Valenbisi;False;True;OPEN;20;2818
France;Paris;20107 - STADE MARYSE HILSZ;Velib;False;True;OPEN;23;1867
France;Paris;02101 - BACHAUMONT;Velib;False;True;CLOSED;33;1
Belgium;Bruxelles-Capitale;120 - BLYCKAERTS;villo;True;True;OPEN;25;2826
Norway;Lillestrom;STORTORGET;Bysykkel;True;True;OPEN;20;2823
France;Lyon;10110 - MÉMOIRE ET SOCIÉTÉ;Vélo'V;False;True;OPEN;18;2823
France;Lyon;5054 - CHAMPVERT;Vélo'V;True;True;OPEN;18;2823
France;Lyon;7062 - GARIBALDI / DOMER;Vélo'V;False;True;OPEN;19;2823
France;Marseille;2032- DAMES  SCHUMANN;Le vélo;False;True;OPEN;13;2823
France;Nancy;00026 - BAUDRICOURT HAUSSONVILLE;vélOstan'lib;False;False;OPEN;15;2823
France;Paris;15037 - GROULT;Velib;False;True;OPEN;47;2820
France;Paris;18005 - TARDIEU;Velib;True;True;OPEN;17;2820
France;Paris;16019 - HENRI MARTIN;Velib;False;True;OPEN;36;2820
France;Paris;20113 - PARC DE BELLEVILLE;Velib;True;True;OPEN;21;2820
France;Paris;08015 - ROQUEPINE;Velib;False;True;OPEN;44;2820
France;Paris;19020 - MANIN HAUTPOUL;Velib;False;True;OPEN;23;2820
France;Paris;16039 - VERSAILLES EXELMANS;Velib;False;True;OPEN;46;2820
France;Paris;14002 - RASPAIL QUINET;Velib;True;True;OPEN;44;2820
Spain;Seville;255_PERO MINGO;SEVICI;False;True;OPEN;30;2818
Spain;Seville;118_PLAZA DE CUBA;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00133 - MARCHE AUX COCHONS;Vélô;False;True;OPEN;22;2818
Spain;Valence;127_C/ DUQUE DE MANDAS;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;180_AVENIDA_DOCTOR_WAKSMAN;Valenbisi;False;True;OPEN;20;2818
Lithuania;Vilnius;2-BARBOROS RADVILAITĖS;Cyclocity;False;True;OPEN;21;2818
Belgium;Bruxelles-Capitale;135 - PARC LACROIX/LACROIX PARK;villo;False;False;OPEN;25;2826
Belgium;Bruxelles-Capitale;315 - SACRE COEUR AUDERGHEM/HEILIGE HART OUDERGHEM;villo;False;True;OPEN;20;2826
Belgium;Bruxelles-Capitale;036 - PLACE ST JEAN / SINT-JANSPLEIN;villo;False;True;OPEN;35;2826
Belgium;Bruxelles-Capitale;040 - PORTE DE HAL / HALLEPOORT;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;305 - PETER BENOIT;villo;False;True;OPEN;25;2826
IRELAND;Dublin;EARLSFORT TERRACE;dublinbikes;False;False;OPEN;30;2823
IRELAND;Dublin;UPPER SHERRARD STREET;dublinbikes;False;False;OPEN;30;2823
Sweden;Goteborg;DOMKYRKAN;Göteborg;False;True;OPEN;18;2823
Luxembourg;Luxembourg;ROCADE;Veloh;False;True;OPEN;20;2823
France;Marseille;5058 -SAKAKINI - SAINT PIERRE;Le vélo;False;True;OPEN;10;2823
France;Paris;17030 - RENNEQUIN PEREIRE;Velib;False;True;OPEN;23;2820
France;Paris;20107 - STADE MARYSE HILSZ;Velib;False;True;CLOSED;23;953
France;Paris;19007 - OURCQ-FLANDRES;Velib;False;True;OPEN;30;2820
France;Paris;13052 - TOLBIAC LERREDE;Velib;False;True;OPEN;43;2820
France;Paris;06010 - MONTPARNASSE CHEVREUSE;Velib;False;True;OPEN;15;2820
France;Paris;02007 - CHABANAIS;Velib;False;True;OPEN;28;2820
France;Toulouse;00002 - LAFAYETTE;Vélô;False;True;OPEN;24;2818
JAPAN;Toyama;丸の内 MARUNOUCHI;cyclocity;False;False;OPEN;16;2818
Spain;Valence;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;Valenbisi;False;True;OPEN;20;2818
Lithuania;Vilnius;24-FORUM PALACE;Cyclocity;False;True;OPEN;12;2818
France;Paris;20018 - HARPIGNIES;Velib;False;True;OPEN;36;1986
France;Marseille;4342 - FLAMMARION MONTRICHET;Le vélo;False;True;OPEN;10;803
France;Besancon;22 - LIBERTE;VéloCité;True;False;OPEN;12;2827
France;Besancon;09 - LA CITY (CB);VéloCité;False;True;OPEN;20;2827
Belgium;Bruxelles-Capitale;107 - DEFACQZ;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;335 - THIRY;villo;False;True;OPEN;20;2823
Belgium;Bruxelles-Capitale;003 - PORTE DE FLANDRE / VLAAMSEPOORT;villo;False;True;OPEN;21;2021
Belgium;Bruxelles-Capitale;237 - PARVIS ST ANTOINE;villo;False;True;OPEN;25;2826
IRELAND;Dublin;MOUNT BROWN;dublinbikes;False;False;OPEN;22;2823
Slovenia;Ljubljana;CITYPARK;Bicikelj;False;False;OPEN;20;2823
France;Lyon;8025 - DUMONT / JOUVET;Vélo'V;False;True;OPEN;17;2823
France;Marseille;2327- RÉPUBLIQUE PLUMIER;Le vélo;False;True;OPEN;10;2823
France;Marseille;8053-PRADO - PERIER;Le vélo;False;True;OPEN;13;2823
France;Paris;15105 - SUFFREN FÉDÉRATION;Velib;False;True;OPEN;24;2820
France;Paris;19119 - BOURET PAILLERON;Velib;False;True;OPEN;26;2724
France;Paris;05032 - PANTHEON CARMES;Velib;True;True;OPEN;37;2820
France;Paris;15104 - HÔPITAL GEORGES POMPIDOU (PROP 2);Velib;False;True;OPEN;17;2820
France;Paris;31010 - STALINGRAD (MONTREUIL);Velib;False;True;OPEN;44;1572
Spain;Santander;003_PARQUE LAS LLAMAS;Tusbic;False;True;OPEN;20;2819
France;Toulouse;00041 - ST AUBIN CAMICHEL;Vélô;False;True;OPEN;21;2818
France;Toulouse;00049 - COUTELIER - METZ;Vélô;False;True;OPEN;16;1645
JAPAN;Toyama;城址公園東 CASTLE PARK EAST;cyclocity;False;False;OPEN;16;2818
Spain;Valence;249_AVDA_TRES_CRUCES_SEGUNDA_REPUBLICA_ESPAÑOLA;Valenbisi;False;False;OPEN;15;2818
France;Besancon;26 - BERSOT;VéloCité;False;False;OPEN;10;2827
Australia;Brisbane;122 - LOWER RIVER TCE / ELLIS ST;CityCycle;False;False;OPEN;16;2827
France;Lyon;8041 - ETATS UNIS / VIVIANI;Vélo'V;False;True;OPEN;20;2823
France;Mulhouse;03 - PORTE DE BALE;VéloCité;False;False;OPEN;10;2823
France;Paris;20018 - HARPIGNIES;Velib;False;True;CLOSED;36;834
France;Paris;35013 - TELL (PANTIN);Velib;True;True;OPEN;24;2820
Spain;Seville;132_CALLE PAEZ DE RIVERA;SEVICI;False;True;OPEN;20;2818
Spain;Seville;143_CALLE RAMON DE CARRANZA;SEVICI;False;True;OPEN;18;2818
Spain;Seville;224_AVENIDA DE LAS CIENCIAS;SEVICI;False;True;OPEN;15;2818
France;Toulouse;00116 - ST MICHEL NOTRE DAME;Vélô;False;True;OPEN;15;2818
France;Toulouse;00069 - FEUGA;Vélô;False;True;OPEN;18;2818
Spain;Valence;022_JUAN_LLORENS_57;Valenbisi;False;False;OPEN;15;2818
Spain;Valence;163_PASEO NEPTUNO;Valenbisi;False;True;OPEN;20;2818
France;Paris;20103 - LE VAU BERTEAUX;Velib;True;True;OPEN;25;1912
France;Marseille;4342 - FLAMMARION MONTRICHET;Le vélo;False;True;CLOSED;10;7
Australia;Brisbane;63 - ANN ST / MURRI WAY;CityCycle;False;False;OPEN;20;2827
Belgium;Bruxelles-Capitale;026 - VAN LINT;villo;False;True;OPEN;23;2826
Belgium;Bruxelles-Capitale;343 - VANDENDRIESCH;villo;False;False;OPEN;20;2826
Belgium;Bruxelles-Capitale;326 - ADEPS;villo;False;False;OPEN;22;2826
France;Lyon;10048 - PLACE MARENGO;Vélo'V;False;True;OPEN;22;2823
France;Marseille;1343 - FLAMMARION GROBET;Le vélo;False;True;OPEN;15;2823
France;Mulhouse;39 - FRANÇOIS MITERRAND;VéloCité;False;False;OPEN;13;2823
France;Nantes;00058-PALAIS DES SPORTS;Bicloo;False;False;OPEN;15;2823
France;Nantes;00064-SAINT CLEMENT;Bicloo;True;False;OPEN;15;2823
France;Paris;15118 - PLACE BIENVENUE;Velib;False;True;OPEN;22;2820
France;Paris;34009 - MAAR (SAINT OUEN);Velib;False;True;OPEN;26;1495
France;Paris;02107 - THOREL;Velib;False;True;OPEN;16;2820
France;Paris;18012 - DOUDEAUVILLE STEPHENSON;Velib;False;True;OPEN;36;2820
France;Paris;20106 - MAIRIE DU 20ÈME;Velib;True;True;OPEN;27;2820
France;Paris;11110 - SQUARE ROQUETTE;Velib;False;True;OPEN;52;2820
Spain;Seville;059_AVENIDA DE LA PALMERA;SEVICI;False;True;OPEN;18;2818
France;Toulouse;00259 - PLACE RICHE;Vélô;False;True;OPEN;20;2818
Spain;Valence;026_CALLE_SAN_JOSE_DE_CALASANZ;Valenbisi;False;False;OPEN;15;2818
Lithuania;Vilnius;35-VILNIAUS VARTAI;Cyclocity;False;True;OPEN;12;2818
France;Paris;31010 - STALINGRAD (MONTREUIL);Velib;False;True;CLOSED;44;1248
France;Paris;19119 - BOURET PAILLERON;Velib;False;True;CLOSED;26;96
Belgium;Bruxelles-Capitale;003 - PORTE DE FLANDRE / VLAAMSEPOORT;villo;False;True;CLOSED;21;109
Belgium;Bruxelles-Capitale;335 - THIRY;villo;False;True;CLOSED;20;3
Australia;Brisbane;60 - WICKHAM STREET / BROOKES STREET;CityCycle;False;False;OPEN;23;2827
Belgium;Bruxelles-Capitale;348 - HANSEN-SOULIE;villo;False;True;OPEN;24;2826
Belgium;Bruxelles-Capitale;346 - RECHERCHE;villo;False;True;OPEN;20;2824
Sweden;Goteborg;POSTHUSET/ÅKAREPLATSEN;Göteborg;False;True;OPEN;20;2823
Slovenia;Ljubljana;VILHARJEVA CESTA;Bicikelj;False;False;OPEN;20;2823
France;Lyon;10119 - VILLEURBANNE SAINT JEAN;Vélo'V;False;True;OPEN;12;2823
France;Marseille;8067-PRADO GABES;Le vélo;False;True;OPEN;15;2823
France;Marseille;1211-BEAUVAU - SUFFREN;Le vélo;False;True;OPEN;10;2823
France;Nantes;00066-CHANZY;Bicloo;False;False;OPEN;15;2823
France;Nantes;00074-CANCLAUX;Bicloo;False;True;OPEN;15;2823
France;Nantes;00072-BELLAMY-GUÉ MOREAU;Bicloo;False;False;OPEN;15;2823
France;Paris;13111 - CIMETIERE DE GENTILLY;Velib;False;True;OPEN;54;2820
France;Paris;08028 - HOUSSAYE;Velib;False;True;OPEN;28;2820
France;Paris;20103 - LE VAU BERTEAUX;Velib;True;True;CLOSED;25;908
France;Paris;18020 - RUISSEAU;Velib;True;True;OPEN;18;2820
France;Paris;17003 - JACQUES KELLNER;Velib;False;True;OPEN;45;2820
France;Paris;13123 - BNF - QUAI FRANÇOIS MAURIAC;Velib;False;True;OPEN;42;2820
France;Paris;06028 - ODEON QUATRE VENTS;Velib;False;True;OPEN;36;2820
France;Paris;16021 - RUE FRANCOIS PONSARD;Velib;False;True;OPEN;23;2820
Spain;Seville;205_AVENIDA KANSAS CITY;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00258 - CAMBARD;Vélô;False;True;OPEN;18;2818
France;Toulouse;00182 - CHAUBET;Vélô;False;True;OPEN;20;2818
France;Amiens;09- CATHEDRALE;Velam;False;True;OPEN;17;2828
Belgium;Bruxelles-Capitale;060 - ST-LAZARE/ST LAZARUS;villo;False;False;OPEN;25;2826
Belgium;Bruxelles-Capitale;352 - ROUGE-CLOÎTRE / ROOD-KLOOSTER;villo;False;True;OPEN;23;2826
France;Cergy-Pontoise;50016 - CER16 - UNIVERSITÉ LES CHÊNES (CB);Velo2;False;True;OPEN;30;2825
IRELAND;Dublin;PARNELL STREET;dublinbikes;False;False;OPEN;20;2823
France;Lyon;10028 - ECOLE DE MUSIQUE;Vélo'V;False;True;OPEN;24;2823
France;Lyon;7024 - BANCEL / CHEVREUL;Vélo'V;False;True;OPEN;16;2823
France;Lyon;3089 - TRARIEUX / LACASSAGNE;Vélo'V;False;True;OPEN;24;2823
France;Lyon;10056 - 11 NOVEMBRE / GASTON BERGER;Vélo'V;False;True;OPEN;35;2823
France;Lyon;6005 - PLACE EDGAR QUINET;Vélo'V;False;True;OPEN;20;2823
France;Lyon;3100 - SISLEY / DAUPHINE;Vélo'V;False;True;OPEN;17;2823
France;Marseille;5107-BAILLE CONCEPTION;Le vélo;False;True;OPEN;13;2823
France;Paris;18042 - PIGALLE GERMAIN PILLON;Velib;True;True;OPEN;21;2820
France;Paris;15040 - MONCLAR;Velib;False;True;OPEN;36;2820
France;Paris;08016 - SQUARE LOUIS XVI;Velib;False;True;OPEN;39;2820
France;Paris;12004 - TRAVERSIERE;Velib;False;True;OPEN;33;2820
Spain;Seville;164_CALLE LUIS MONTOTO;SEVICI;False;True;OPEN;19;2818
Spain;Seville;215_CALLE ZORZAL;SEVICI;False;True;OPEN;15;2818
France;Toulouse;00136 - FONTAINES;Vélô;False;True;OPEN;15;2818
Belgium;Bruxelles-Capitale;027 - SQUARE ALBERT I / ALBERT I SQUARE;villo;False;False;OPEN;25;2826
Belgium;Bruxelles-Capitale;273 - TAMARIS;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;028 - CLEMENCEAU / CLEMENCEAU;villo;False;True;OPEN;27;2826
Belgium;Bruxelles-Capitale;017 - COMTE DE FLANDRE/GRAAF VAN VLAANDEREN;villo;False;True;OPEN;24;2826
Luxembourg;Luxembourg;PLACE CUNEGONDE;Veloh;False;True;OPEN;15;2823
France;Lyon;5044 - CHAMPVERT;Vélo'V;True;True;OPEN;20;2823
France;Lyon;6040 - LES HALLES;Vélo'V;False;True;OPEN;15;2823
France;Nantes;00018-PLACE VIARME;Bicloo;True;True;OPEN;14;2823
France;Paris;16027 - JASMIN;Velib;False;True;OPEN;61;2820
France;Paris;43007 - VORGES (VINCENNES);Velib;False;True;OPEN;25;2820
France;Paris;31002 - REPUBLIQUE (MONTREUIL);Velib;False;True;OPEN;25;2820
France;Paris;17039 - PLACE SAINT FERDINAND;Velib;False;True;OPEN;38;2820
France;Paris;10009 - HITTORFF;Velib;False;True;OPEN;17;2820
France;Paris;32003 - METALLURGIE (SAINT DENIS);Velib;False;True;OPEN;29;2820
France;Paris;14012 - SIBELLE ALESIA;Velib;False;True;OPEN;24;2820
France;Paris;21306 - LAFAYETTE (ISSY LES MOULINEAUX);Velib;False;True;OPEN;62;2820
France;Paris;14114 - PLACE DE CATALOGNE;Velib;True;True;OPEN;43;2820
France;Paris;20037 - SAINT FARGEAU;Velib;True;True;OPEN;24;2820
Spain;Seville;025_AVENIDA DE LA CRUZ ROJA;SEVICI;False;True;OPEN;20;2818
Spain;Seville;085_PASEO CATALINA RIBERA;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00174 - MAUNOURY / MELA;Vélô;False;True;OPEN;19;2818
France;Toulouse;00266 - TOURAINE;Vélô;False;True;OPEN;20;2818
France;Toulouse;00056 - SAINT SERNIN  MERLY;Vélô;False;True;OPEN;15;2818
Belgium;Bruxelles-Capitale;346 - RECHERCHE;villo;False;True;CLOSED;20;2
Australia;Brisbane;43 - QUEEN ST / WHARF ST;CityCycle;False;False;OPEN;24;2827
Australia;Brisbane;89 - HOLMAN ST / MAIN ST;CityCycle;False;False;OPEN;18;2827
Belgium;Bruxelles-Capitale;329 - ROODEBEEK;villo;False;True;OPEN;25;2826
IRELAND;Dublin;FENIAN STREET;dublinbikes;False;False;OPEN;35;2823
Sweden;Goteborg;ALSTRÖMER/FRIGGAGATAN;Göteborg;False;True;OPEN;20;2823
Luxembourg;Luxembourg;PLACE JEANNE D'ARC;Veloh;False;True;OPEN;20;2823
France;Lyon;5026 - RUE DE LA BALEINE;Vélo'V;False;True;OPEN;14;2823
France;Lyon;6036 - MUSÉE D'ART CONTEMPORAIN (FAR);Vélo'V;False;True;OPEN;23;2823
France;Nancy;00018 - GARE SAINT LEON (CB);vélOstan'lib;False;True;OPEN;20;2823
France;Paris;04020 - BEAUBOURG PLACE MICHELET;Velib;False;True;OPEN;28;2820
France;Paris;19012 - LALLY TOLLENDAL;Velib;False;True;OPEN;60;2820
France;Paris;15026 - BIR HAKEIM;Velib;False;True;OPEN;32;2820
France;Paris;16038 - RUE MOLITOR;Velib;False;True;OPEN;34;2820
France;Paris;02009 - BOURSE;Velib;False;True;OPEN;59;2820
France;Paris;05030 - SORBONNE;Velib;False;True;OPEN;50;2820
France;Paris;21108 - VILLENEUVE 2 (CLICHY);Velib;False;True;OPEN;50;2820
Spain;Seville;220_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;False;True;OPEN;30;2818
Spain;Seville;167_GLORIETA BIZCO AMATE;SEVICI;False;True;OPEN;20;2818
Spain;Seville;222_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;False;True;OPEN;16;2818
France;Toulouse;00099 - REMPART ST ETIENNE;Vélô;False;True;OPEN;16;2818
Spain;Valence;221_AVDA_MANUEL_DE_FALLA_ESQ_CALLE_HERNANDEZ_LAZAR;Valenbisi;False;True;OPEN;20;2818
Australia;Brisbane;25 - REDDACLIFF PL / QUEEN ST;CityCycle;False;False;CLOSED;26;1008
France;Lyon;2004 - PERRACHE / CARNOT;Vélo'V;False;True;OPEN;18;2823
France;Lyon;3002 - PART-DIEU / GARE SNCF (FAR);Vélo'V;False;True;OPEN;32;2823
France;Marseille;1316 -ST CHARLES FACULTÉ;Le vélo;False;True;OPEN;15;2823
France;Nantes;00084-RÉGION;Bicloo;False;False;OPEN;19;2823
France;Paris;20043 - CHARONNE AVRON;Velib;False;True;OPEN;26;2380
France;Paris;05107 - PONTOISE;Velib;False;True;OPEN;23;2820
France;Paris;18023 - POISSONNIERS ORDENER;Velib;False;True;OPEN;34;2820
France;Paris;21706 - BLEUZEN (VANVES);Velib;False;True;OPEN;48;2820
France;Paris;21301 - SAINT VINCENT (ISSY LES MOULINEAUX);Velib;False;True;OPEN;34;2820
France;Paris;16009 - SAINT DIDIER;Velib;True;True;OPEN;16;2820
France;Paris;12152 - MICHEL CHASLES - GARE DE LYON;Velib;False;True;OPEN;60;2820
France;Paris;08115 - BASSANO;Velib;False;True;OPEN;21;2820
France;Toulouse;00144 - SUISSE - LAUSANE;Vélô;False;True;OPEN;20;2818
Spain;Valence;112_AVDA. DE LOS NARANJOS;Valenbisi;False;True;OPEN;40;2818
Spain;Valence;151_JERONIMO MONSORIU;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;103_RUBEN DARIO;Valenbisi;False;False;OPEN;15;2818
Australia;Brisbane;115 - MONTAGUE RD / BRERETON ST;CityCycle;False;False;OPEN;20;2827
France;Lyon;3071 - BIOPARC;Vélo'V;False;True;OPEN;20;2823
France;Nantes;00089-SAINT-AIGNAN;Bicloo;False;False;OPEN;14;2823
France;Paris;18017 - PECQUEUR;Velib;True;True;OPEN;38;2820
France;Paris;08012 - CLICHY;Velib;False;True;OPEN;47;2820
France;Paris;16123 - MAHATMA GANDHI;Velib;False;True;OPEN;25;2820
France;Paris;18024 - CLIGNANCOURT MARCADET;Velib;False;True;OPEN;39;2820
France;Paris;19046 - PORTE DE PANTIN;Velib;False;True;OPEN;33;2820
France;Paris;15016 - DUTOT;Velib;False;True;OPEN;41;2820
Spain;Seville;184_AVENIDA ALCALDE MANUEL DEL VALLE;SEVICI;False;True;OPEN;20;2818
Spain;Seville;037_ALAMEDA DE HÉRCULES;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00066 - JARDIN ROYAL;Vélô;False;True;OPEN;23;2818
France;Toulouse;00059 - CONCORDE;Vélô;False;True;OPEN;19;2818
France;Toulouse;00232 - NARBONNE/ MIROUSE;Vélô;False;True;OPEN;15;2818
France;Paris;42012 - BARBUSSE (IVRY);Velib;False;True;OPEN;25;830
France;Paris;20043 - CHARONNE AVRON;Velib;False;True;OPEN;27;431
Australia;Brisbane;96 - GREY ST / MELBOURNE ST;CityCycle;False;False;OPEN;23;2689
Belgium;Bruxelles-Capitale;312 - CENTRE CULTUREL / CULTUREEL CENTRUM;villo;False;True;OPEN;25;2826
Luxembourg;Luxembourg;ËNNESCHTGAASS;Veloh;False;True;OPEN;20;2823
France;Lyon;7001 - PLACE GABRIEL PÉRI (FAR);Vélo'V;False;True;OPEN;20;2823
France;Marseille;6113-LODI VILLAGE;Le vélo;False;True;OPEN;15;2823
France;Marseille;1287- STALINGRAD - RÉFORMÉS;Le vélo;False;True;OPEN;17;2823
France;Marseille;8309- PRADO DUVEEN;Le vélo;False;True;OPEN;19;2823
France;Mulhouse;06 - PORTE JEUNE;VéloCité;False;True;OPEN;18;2823
France;Nantes;00065-COURS SULLY;Bicloo;False;True;OPEN;15;2466
France;Paris;09005 - SQUARE D'ANVERS;Velib;True;True;OPEN;33;2820
France;Paris;17026 - WAGRAM COURCELLES;Velib;False;True;OPEN;41;2820
France;Paris;01009 - PONT NEUF - 14;Velib;False;True;OPEN;24;2820
France;Paris;11101 - SQUARE NORDLING;Velib;False;True;OPEN;49;2820
France;Paris;19102 - BELLEVILLE RAMPAL;Velib;False;True;OPEN;15;2820
France;Paris;06032 - RENNES SABOT;Velib;False;True;OPEN;26;2820
France;Paris;09024 - LAFAYETTE TAITBOUT;Velib;False;True;OPEN;53;2820
France;Paris;09102 - PLACE D'ESTIENNE D'ORVES;Velib;False;True;OPEN;24;2820
