country;contract_name;name;company;bonus;banking;status;bike_stands;count
France;Lyon;10004 - TONKIN;Vélo'V;False;True;OPEN;10;2823
France;Lyon;2037 - PLACE DES ARCHIVES;Vélo'V;False;True;OPEN;30;2823
France;Lyon;10101 - EINSTEIN / BOULEVARD DU 11 NOVEMBRE;Vélo'V;False;True;OPEN;34;2823
France;Lyon;2002 - BELLECOUR / ST EXUPÉRY;Vélo'V;False;True;OPEN;20;2823
France;Marseille;7349 - LA CRIEE;Le vélo;False;True;OPEN;12;2823
France;Paris;05026 - MOUFFETARD SAINT MEDARD;Velib;False;True;OPEN;49;2820
France;Paris;18031 - ALBERT KAHN;Velib;False;True;OPEN;46;2820
France;Paris;12111 - DECAEN CANNEBIERE;Velib;False;True;OPEN;27;2820
Spain;Seville;021_CALLE MANUEL VILLALOBOS;SEVICI;False;True;OPEN;20;2818
Spain;Seville;259_OCHO DE MARZO;SEVICI;False;True;OPEN;30;2818
Spain;Seville;204_CALLE DOCTOR LAFFON;SEVICI;False;True;OPEN;15;2818
France;Toulouse;00055 - ST SERNIN G. ARNOULT;Vélô;False;True;OPEN;15;2818
France;Toulouse;00109 - METRO CANAL DU MIDI;Vélô;False;True;OPEN;25;2818
Spain;Valence;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;Valenbisi;False;False;OPEN;15;2818
Spain;Valence;202_PASEO_PECHINA;Valenbisi;False;True;OPEN;20;2818
Spain;Valence;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;Valenbisi;False;True;OPEN;20;2818
France;Paris;19011 - ROUVET DAMPIERRE;Velib;False;True;OPEN;47;1912
Belgium;Bruxelles-Capitale;153 - SQUARE ARMAND STEURS/ARMAND STEURSSQUARE;villo;False;True;OPEN;15;2826
IRELAND;Dublin;WOLFE TONE STREET;dublinbikes;False;False;OPEN;29;2823
Slovenia;Ljubljana;GRUDNOVO NABREŽJE-KARLOVŠKA C.;Bicikelj;False;False;OPEN;18;2823
Slovenia;Ljubljana;ŠPORTNI CENTER STOŽICE;Bicikelj;False;False;OPEN;26;2823
France;Lyon;8002- PLACE AMBROISE COURTOIS;Vélo'V;False;True;OPEN;20;2823
France;Marseille;8093-HAMBOURG ROND POINT GUERRE;Le vélo;False;True;OPEN;15;2823
France;Paris;20121 - MENILMONTANT BOYER;Velib;True;True;OPEN;18;2820
France;Paris;08036 - RIO;Velib;False;True;OPEN;39;2763
France;Paris;21209 - GEORGES MESSIER (MONTROUGE);Velib;True;True;OPEN;30;2820
France;Toulouse;00248 - BOUQUETINS/E. ROSTAND;Vélô;False;True;OPEN;20;2818
France;Toulouse;00001 - POIDS DE L'HUILE;Vélô;False;True;OPEN;19;2818
France;Toulouse;00014 - PERIGORD;Vélô;False;True;OPEN;17;2818
Spain;Valence;135_AVDA. CONSTITUCIÓN;Valenbisi;False;True;OPEN;20;2818
Spain;Valence;240_CAMP_DEL_TURIA_AVDA_CORTES_VALENCIANAS;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA;Valenbisi;False;True;OPEN;16;2816
France;Paris;13101 - CROULEBARBE RECULETTES;Velib;False;True;OPEN;34;517
Australia;Brisbane;23 - MARY STREET / GEORGE STREET;CityCycle;False;False;OPEN;21;2827
Belgium;Bruxelles-Capitale;289 - SQUARE GEORGES MARLOWSQUARE;villo;False;True;OPEN;25;2826
France;Nantes;00032-FOCH;Bicloo;False;False;OPEN;15;2823
France;Paris;13121 - BRUNESEAU - QUAI D'IVRY;Velib;False;True;OPEN;47;2820
France;Paris;19105 - PORTE BRUNET;Velib;False;True;OPEN;17;2820
France;Paris;19011 - ROUVET DAMPIERRE;Velib;False;True;CLOSED;47;908
France;Paris;08102 - LAMENAIS WASHINGTON;Velib;False;True;OPEN;26;2820
France;Paris;20132 - REUNION;Velib;False;True;OPEN;25;2820
France;Paris;23007 - WILSON (LEVALLOIS);Velib;False;True;OPEN;25;2820
France;Paris;11112 - CHARONNES VALLES;Velib;False;True;OPEN;23;2820
France;Paris;09111 - LA FAYETTE PROVENCE;Velib;False;True;OPEN;18;2820
France;Paris;18035 - PORTE MONTMARTRE;Velib;False;True;OPEN;37;2820
France;Paris;22404 - BROSSOLETTE 2 (MALAKOFF);Velib;False;True;OPEN;25;2820
France;Toulouse;00228 - METRO PHARMACIE;Vélô;False;True;OPEN;18;2818
France;Toulouse;00016 - STRASBOURG BAYARD;Vélô;False;True;OPEN;21;2818
Spain;Valence;48_AVDA. ANTONIO FERRANDIS;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;079_AVDA. ARAGON II;Valenbisi;False;False;OPEN;20;2818
France;Cergy-Pontoise;54904 - VAU04 - MENDES FRANCE;Velo2;False;False;OPEN;18;2825
Slovenia;Ljubljana;GH ŠENTPETER-NJEGOŠEVA C.;Bicikelj;False;False;OPEN;24;2823
Slovenia;Ljubljana;BTC CITY - ATLANTIS;Bicikelj;False;False;OPEN;20;2823
France;Lyon;7038 - PLACE STALINGRAD;Vélo'V;False;True;OPEN;13;2823
France;Nantes;00063-JARDIN DES PLANTES;Bicloo;False;False;OPEN;15;2823
France;Nantes;00024-VERSAILLES;Bicloo;False;False;OPEN;15;2719
France;Paris;18028 - VAUVENARGUES;Velib;False;True;OPEN;33;2820
France;Paris;12017 - ST MANDE NETTER;Velib;False;True;OPEN;39;2820
France;Paris;13101 - CROULEBARBE RECULETTES;Velib;False;True;CLOSED;34;2303
France;Paris;02015 - OPERA - CAPUCINES;Velib;False;True;OPEN;31;2820
France;Paris;18047 - ST OUEN LAMARCK;Velib;False;True;OPEN;33;2820
France;Paris;20024 - GAMBETTA - PÈRE LACHAISE;Velib;True;True;OPEN;29;2215
France;Paris;08018 - SAINT AUGUSTIN;Velib;False;True;OPEN;32;2820
France;Paris;21004 - JAURES 2 (BOULOGNE-BILLANCOURT);Velib;False;True;OPEN;31;2820
France;Paris;06022 - MARCHE SAINT GERMAIN - MABILLON;Velib;False;True;OPEN;21;2820
France;Rouen;13- SAINT SEVER;cy'clic;False;True;OPEN;20;2819
Spain;Seville;056_PLAZA JERÓNIMO DE CORDOBA;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00018 - STRASBOURG JEAN JAURES;Vélô;False;True;OPEN;25;2818
Spain;Valence;106_AVDA. DE LOS NARANJOS;Valenbisi;False;False;OPEN;25;2818
Spain;Valence;261_PZA_XUQUER_ESQ_VINALOPO;Valenbisi;False;False;OPEN;19;2818
Spain;Valence;263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA;Valenbisi;False;False;OPEN;18;2816
Spain;Valence;239_LA_FLORISTA_TRANVIA_PALACIO_CONGRESOS;Valenbisi;False;True;OPEN;20;2818
France;Paris;08036 - RIO;Velib;False;True;CLOSED;39;57
Spain;Valence;220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA;Valenbisi;False;True;CLOSED;16;2
Belgium;Bruxelles-Capitale;025 - PORTE D'ANDERLECHT/ANDERLECHTSEPOORT;villo;False;False;OPEN;25;276
Australia;Brisbane;133 - CORONATION DR / GO BETWEEN BRIDGE;CityCycle;True;False;OPEN;23;2827
Australia;Brisbane;22 - WILLIAM ST / ALICE ST;CityCycle;False;False;OPEN;23;2827
Belgium;Bruxelles-Capitale;199 - HENRI REY;villo;True;True;OPEN;14;2826
Belgium;Bruxelles-Capitale;226 - UNION/UNIE;villo;False;True;OPEN;25;2826
France;Lyon;6045 - BROTTEAUX / VAUBAN;Vélo'V;False;True;OPEN;15;2823
France;Lyon;7002 - UNIVERSITÉS LYON III / LYON II (FAR);Vélo'V;False;True;OPEN;29;2823
France;Marseille;9207- TEISSEIRE - ROUBAUD;Le vélo;False;True;OPEN;10;2823
France;Paris;16044 - STADE FRANCAIS;Velib;False;True;OPEN;32;2674
France;Paris;21009 - LECORBUSIER (BOULOGNE-BILLANCOURT);Velib;False;True;OPEN;46;2820
France;Paris;21109 - GUICHET (CLICHY);Velib;False;True;OPEN;18;2820
France;Paris;42501 - RASPAIL 1 - FRAYSSE;Velib;False;True;OPEN;30;2820
France;Paris;08037 - MALSHERBES MONCEAU;Velib;False;True;OPEN;37;2820
France;Toulouse;00199 - DELTOUR - RIEUX;Vélô;True;True;OPEN;22;2818
France;Toulouse;00194 - LOMBEZ / HIPPODROME;Vélô;False;True;OPEN;20;2818
France;Toulouse;00063 - PISCINE LEO LAGRANGE;Vélô;False;True;OPEN;22;2818
France;Amiens;06- CITADELLE;Velam;False;True;OPEN;20;2828
Belgium;Bruxelles-Capitale;022 - JACQMAIN;villo;False;True;OPEN;23;2582
Belgium;Bruxelles-Capitale;222 - MERCKX;villo;False;True;OPEN;25;2826
Luxembourg;Luxembourg;BEINCHEN;Veloh;False;True;OPEN;15;2823
France;Lyon;3101 - PATINOIRE BARABAN;Vélo'V;False;True;OPEN;20;2823
France;Nantes;00047- MARTYRS NANTAIS;Bicloo;False;True;OPEN;15;2823
France;Nantes;00068-LIVET;Bicloo;False;False;OPEN;15;2823
France;Paris;01015 - PLACE ANDRE MALRAUX;Velib;False;True;OPEN;20;2819
France;Paris;43001 - PARIS 1 (VINCENNES);Velib;False;True;OPEN;22;2820
France;Paris;09014 - FAUBOURG MONTMARTRE;Velib;False;True;OPEN;34;2820
France;Paris;11010 - ST ANTOINE GONNET;Velib;False;True;OPEN;41;2820
France;Paris;08030 - MONTAIGNE;Velib;False;True;OPEN;35;2820
France;Paris;00906 - GARE DE L'EST;Velib;False;True;OPEN;20;2820
France;Paris;17022 - PLACE DE WAGRAM;Velib;False;True;OPEN;45;2820
France;Paris;21307 - CRESSON 1 (ISSY LES MOULINEAUX);Velib;False;True;OPEN;31;2820
France;Paris;17048 - TOCQUEVILLE;Velib;False;True;OPEN;15;2820
France;Paris;17111 - LEMERCIER;Velib;False;True;OPEN;23;2820
France;Paris;21016 - POINT DU JOUR (BOULOGNE-BILLANCOURT);Velib;False;True;OPEN;25;2820
Spain;Seville;074_PLAZA PILATOS;SEVICI;False;True;OPEN;15;2818
France;Toulouse;00229 - IUT RANGUEIL;Vélô;False;True;OPEN;18;2818
Spain;Valence;141_C/ GREGORIO GEA (PEATONAL);Valenbisi;False;True;OPEN;20;2818
Spain;Valence;191_CTRA_MALILLA;Valenbisi;False;False;OPEN;15;2818
Spain;Valence;263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA;Valenbisi;False;False;CLOSED;18;2
Australia;Brisbane;132 - LITTLE CRIBB ST / BOOMERANG ST;CityCycle;False;False;OPEN;20;2827
Luxembourg;Luxembourg;BRICHERHAFF;Veloh;False;True;OPEN;20;2823
Luxembourg;Luxembourg;HELLEG GEESCHT;Veloh;False;True;OPEN;20;2823
France;Lyon;5045 - VALDO / RIVET;Vélo'V;True;True;OPEN;18;2823
France;Lyon;12001 - LA SOIE;Vélo'V;False;True;OPEN;25;2823
France;Lyon;10032 - PRIMAT / DECORPS;Vélo'V;False;True;OPEN;16;2823
France;Lyon;10071 - LYCÉE MARIE CURIE;Vélo'V;False;True;OPEN;20;2823
France;Lyon;7004 - MAIRIE DU 7ÈME (FAR);Vélo'V;False;True;OPEN;23;2823
France;Nantes;00083-MILLERAND;Bicloo;False;True;OPEN;14;2823
France;Nantes;00028- PLACE DE L'EDIT NANTES;Bicloo;True;False;OPEN;13;2823
France;Paris;13026 - PLACE HENOCQUE VERSION 2;Velib;False;True;OPEN;34;2820
France;Paris;11001 - BASTILLE RICHARD LENOIR;Velib;False;True;OPEN;54;2622
France;Paris;17047 - COURCELLES - DEMOURES;Velib;False;True;OPEN;26;2820
France;Paris;10024 - BUISSON SAINT LOUIS;Velib;False;True;OPEN;18;2820
France;Paris;08055 - TERNES COURCELLES;Velib;False;True;OPEN;29;2820
France;Paris;16016 - PAUL DOUMER / LA TOUR;Velib;False;True;OPEN;33;2820
France;Paris;17031 - PORTE DE CHAMPERET;Velib;False;True;OPEN;27;2820
France;Paris;12108 - BERCY;Velib;False;True;OPEN;66;2820
France;Paris;11022 - LEON BLUM ROQUETTE;Velib;False;True;OPEN;16;2820
France;Paris;08032 - MATIGNON;Velib;False;True;OPEN;67;2820
France;Paris;09038 - SQUARE BERLIOZ;Velib;False;True;OPEN;27;2820
Spain;Seville;171_CALLE ALFONSO LASO DE LA VEGA;SEVICI;False;True;OPEN;19;2818
Spain;Seville;155_AVENIDA KANSAS CITY;SEVICI;False;True;OPEN;20;2818
France;Toulouse;00045 - OZENNE;Vélô;False;True;OPEN;19;2818
Spain;Valence;125_C/ MASQUEFA;Valenbisi;False;False;OPEN;15;2818
France;Paris;16044 - STADE FRANCAIS;Velib;False;True;CLOSED;32;146
Australia;Brisbane;117 - VULTURE ST / TRIBUNE ST;CityCycle;False;False;OPEN;20;2827
Belgium;Bruxelles-Capitale;039 - HOTEL DES MONNAIES / MUNTHOTEL;villo;False;False;OPEN;25;2826
Belgium;Bruxelles-Capitale;142 - BIENFAITEURS/WELDOENERS;villo;False;True;OPEN;24;2826
France;Cergy-Pontoise;50013 - CER13 - ROND-POINT DES RAIES;Velo2;False;False;OPEN;20;2825
France;Lyon;9014 - QUAI DU COMMERCE;Vélo'V;False;True;OPEN;23;2823
France;Lyon;5009 - PLACE FOUSSERET;Vélo'V;False;True;OPEN;16;2823
France;Paris;11029 - MENILMONTANT OBERKAMPF;Velib;False;True;OPEN;40;2819
France;Paris;15013 - LECOURBE VOLONTAIRE;Velib;False;True;OPEN;54;2820
France;Paris;08048 - MARCEAU;Velib;False;True;OPEN;20;2820
France;Paris;42008 - CASANOVA (IVRY);Velib;False;True;OPEN;25;2820
France;Paris;11031 - PARMENTIER;Velib;False;True;OPEN;39;2820
France;Paris;12022 - BIZOT;Velib;False;True;OPEN;33;2820
France;Paris;16004 - BOULEVARD LANNES;Velib;False;True;OPEN;70;2820
France;Paris;06007 - VAVIN;Velib;False;True;OPEN;23;2820
France;Rouen;05- HOTEL DE VILLE;cy'clic;False;True;OPEN;20;2819
France;Rouen;12- PLACE DES COTONNIERS;cy'clic;False;True;OPEN;20;2819
France;Toulouse;00071 - COURS DILLON;Vélô;False;True;OPEN;22;2818
France;Toulouse;00097 - RAYMOND IV;Vélô;False;True;OPEN;21;2818
France;Toulouse;00211 - LE DORMEUR/ LA TERRASSE;Vélô;False;True;OPEN;18;2818
Spain;Valence;032_C/ CONDE DE ALTEA;Valenbisi;False;True;OPEN;20;2818
Spain;Valence;128_C/ ALFAUIR;Valenbisi;False;True;OPEN;25;2818
Spain;Valence;059_AVDA. DE BALEARES I;Valenbisi;False;True;OPEN;15;2818
Spain;Valence;275_CAMINO_DE_LAS_MORERAS_ESQ_RONDA_DE_NAZARET;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;158_DR.LLUNCH;Valenbisi;False;False;OPEN;15;2818
France;Paris;19035 - PORTE CHAUMONT;Velib;False;True;OPEN;21;1912
France;Amiens;05- ST LEU;Velam;False;True;OPEN;20;2828
Australia;Brisbane;19 - GARDENS POINT ROAD / ADJ. BRIDGE;CityCycle;False;False;OPEN;20;2827
Belgium;Bruxelles-Capitale;047 - LES QUAIS / KAAIEN;villo;False;True;OPEN;20;2826
Belgium;Bruxelles-Capitale;241 - STATUAIRES/BEELDHOUWWERK;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;244 - BOIS DE LA CAMBRE;villo;True;True;OPEN;20;2826
France;Cergy-Pontoise;50001 - CER01 - GARE LES HAUTS DE CERGY(CB);Velo2;False;True;OPEN;29;2825
Sweden;Lund;PROFESSORSGATAN;Lundahoj;False;True;OPEN;23;2823
Luxembourg;Luxembourg;MUGUETS;Veloh;False;True;OPEN;20;2823
France;Lyon;10080 - VAILLANT / PERRONCEL;Vélo'V;False;True;OPEN;17;2823
France;Lyon;10030 - GREUZE;Vélo'V;False;True;OPEN;18;2823
France;Mulhouse;27 - CITE ADMINISTRATIVE;VéloCité;False;False;OPEN;10;2823
France;Paris;11113 - REPUBLIQUE FERRY;Velib;False;True;OPEN;56;2820
France;Paris;13042 - NATIONALE BACH;Velib;False;True;OPEN;36;2820
France;Paris;13030 - ITALIE TOLBIAC;Velib;False;True;OPEN;40;2820
France;Paris;23006 - GUESDE (LEVALLOIS);Velib;False;True;OPEN;25;2820
France;Paris;06002 - SAINT PÈRES;Velib;False;True;OPEN;23;2820
JAPAN;Toyama;西町 NISHI-CHO;cyclocity;False;False;OPEN;30;2818
France;Paris;31009 - DE GAULLE (MONTREUIL);Velib;True;True;OPEN;26;462
France;Paris;11001 - BASTILLE RICHARD LENOIR;Velib;False;True;CLOSED;54;198
Belgium;Bruxelles-Capitale;332 - VERGOTE;villo;False;True;CLOSED;24;2
Australia;Brisbane;53 - BOWEN TCE / BRADFIELD HWY;CityCycle;True;False;OPEN;26;2827
Belgium;Bruxelles-Capitale;005 - BOURSE / BEURS;villo;False;True;OPEN;44;2826
IRELAND;Dublin;YORK STREET WEST;dublinbikes;False;False;OPEN;40;2823
France;Lyon;4014 - PHILIPPE DE LASSALLE / PILLEMENT;Vélo'V;True;True;OPEN;13;2823
Belgium;Namur;034 - ROGIER;Li bia velo;False;True;OPEN;16;2823
Belgium;Namur;016 - PLACE DE WALLONIE;Li bia velo;False;True;OPEN;15;2823
France;Nancy;00015 - PORT STE CATHERINE;vélOstan'lib;False;False;OPEN;16;2823
France;Paris;18030 - SIMPLON;Velib;False;True;OPEN;38;2820
France;Paris;08002 - GARE SAINT LAZARE - COUR DU HAVRE;Velib;False;True;OPEN;46;2820
France;Paris;19035 - PORTE CHAUMONT;Velib;False;True;CLOSED;21;908
France;Paris;34011 - DHALENNE (SAINT OUEN);Velib;False;True;OPEN;23;2274
France;Paris;21208 - CARVES (MONTROUGE);Velib;False;True;OPEN;30;2820
France;Paris;18015 - CUSTINE;Velib;True;True;OPEN;41;2820
Spain;Seville;216_CALLE ANTIOQUIA;SEVICI;False;True;OPEN;15;2818
Spain;Seville;183_ALCALDE MANUEL DEL VALLE;SEVICI;False;True;OPEN;15;2818
Spain;Valence;198_CALLE_FONTANARS_DELS_AFORINS;Valenbisi;False;True;OPEN;20;2818
Spain;Valence;161_MEDITERRANEO;Valenbisi;False;True;OPEN;15;2818
Belgium;Bruxelles-Capitale;216 - ARISTIDE BRIAND (FERMÉE);villo;False;True;OPEN;25;8
France;Paris;01001 - ILE DE LA CITE PONT NEUF;Velib;False;True;CLOSED;16;4
France;Paris;11029 - MENILMONTANT OBERKAMPF;Velib;False;True;CLOSED;40;1
Belgium;Bruxelles-Capitale;044 - CHARLEMAGNE / KAREL DE GROTE;villo;False;False;CLOSED;25;1
Belgium;Bruxelles-Capitale;079 - LOI / WET;villo;False;True;CLOSED;22;1
Australia;Brisbane;113 - EDMONDSTONE ST / VULTURE ST;CityCycle;False;False;OPEN;22;2827
Belgium;Bruxelles-Capitale;021 - DE BROUCKERE;villo;False;True;OPEN;38;2826
Belgium;Bruxelles-Capitale;175 - BEEKANT;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;081 - PONT BOCKSTAEL/BRUG BOCKSTAEL;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;317 - GEYSKENS;villo;False;True;OPEN;20;2826
IRELAND;Dublin;FITZWILLIAM SQUARE WEST;dublinbikes;False;False;OPEN;30;2823
France;Lyon;3012 - PLACE DU CHÂTEAU;Vélo'V;False;True;OPEN;25;2823
France;Lyon;10006 - CHARPENNES (FAR);Vélo'V;False;True;OPEN;32;2823
France;Marseille;1245-GAMBETTA - LAFAYETTE;Le vélo;False;True;OPEN;15;2823
France;Nancy;00020 - PLACE DES VOSGES;vélOstan'lib;False;False;OPEN;15;2823
France;Nantes;00045-PRAIRIE AU DUC;Bicloo;False;False;OPEN;13;2823
France;Paris;09019 - VICTOR MASSE;Velib;False;True;OPEN;18;2820
France;Paris;35001 - JAURES 1 (PANTIN);Velib;False;True;OPEN;26;2820
France;Paris;14125 - DAREAU;Velib;False;True;OPEN;24;2820
France;Paris;16029 - MAISON DE RADIO FRANCE;Velib;False;True;OPEN;45;2820
France;Paris;31706 - CHATEAU (BAGNOLET);Velib;True;True;OPEN;25;2820
France;Paris;31009 - DE GAULLE (MONTREUIL);Velib;True;True;CLOSED;26;2358
France;Paris;13019 - AURIOL QUAI DE LA GARE;Velib;False;True;OPEN;36;2820
France;Paris;15072 - PLACE FERNAND FOREST;Velib;False;True;OPEN;32;2820
France;Paris;04013 - FRANCS BOURGEOIS;Velib;False;True;OPEN;27;2820
Spain;Seville;240_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;False;True;OPEN;15;2818
Spain;Seville;116_CALLE MANUEL SIUROT;SEVICI;False;True;OPEN;20;2818
Spain;Valence;024_GRAN_VIA_RAMON_Y_CAJAL;Valenbisi;False;True;OPEN;20;2818
France;Paris;04005 - SULLY MORLAND;Velib;False;True;CLOSED;14;171
Australia;Brisbane;72 - LAMINGTON ST / POWERHOUSE;CityCycle;True;False;OPEN;20;2827
Australia;Brisbane;61 - WICKHAM ST / MURRI WAY;CityCycle;False;False;OPEN;23;2827
Belgium;Bruxelles-Capitale;125 - GEORGES BRUGMANN;villo;True;False;OPEN;25;2826
IRELAND;Dublin;OLIVER BOND STREET;dublinbikes;False;False;OPEN;30;2823
France;Marseille;6020-PLACE DE LA CORDERIE;Le vélo;False;True;OPEN;15;2823
France;Paris;12032 - PORTE DOREE;Velib;False;True;OPEN;35;2820
France;Paris;20047 - COURS DE VINCENNES BD DAVOUT;Velib;False;True;OPEN;48;2820
France;Paris;18040 - CHAPELLE MARX DORMOY;Velib;False;True;OPEN;23;2820
France;Paris;11009 - RUE DES BOULETS;Velib;False;True;OPEN;23;2820
France;Paris;17001 - GUY MOQUET;Velib;False;True;OPEN;45;2820
France;Paris;19036 - HOPITAL ROBERT DEBRE;Velib;True;True;OPEN;33;2820
France;Paris;34008 - GARIBALDI (SAINT OUEN);Velib;False;True;OPEN;25;2820
France;Paris;41202 - CHARMES (FONTENAY SOUS BOIS);Velib;False;True;OPEN;64;1788
France;Rouen;11- CLEMENCEAU JOFFRE;cy'clic;False;True;OPEN;20;2819
Spain;Seville;221_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;False;True;OPEN;15;2818
Spain;Seville;041_PLAZA CALDERÓN DE LA BARCA;SEVICI;False;True;OPEN;15;2818
Spain;Seville;217_CALLE DE LA A.D.A.;SEVICI;False;True;OPEN;15;2818
Spain;Seville;163_CALLE SINAÍ;SEVICI;False;True;OPEN;14;2818
France;Toulouse;00237 - CNRS;Vélô;False;True;OPEN;20;2818
Spain;Valence;178_CALLE_REIG_GENOVES;Valenbisi;False;False;OPEN;20;2818
France;Paris;34011 - DHALENNE (SAINT OUEN);Velib;False;True;CLOSED;23;546
France;Amiens;25- LA HOTOIE;Velam;False;True;OPEN;20;2828
Australia;Brisbane;66 - COMMERCIAL RD / SKYRING TCE;CityCycle;False;False;OPEN;21;2827
France;Cergy-Pontoise;53002 - PON02 - PLACE DE LA LIBÉRATION;Velo2;False;False;OPEN;20;2825
France;Cergy-Pontoise;56401 - COU01 - LA LOUVIERE (CB);Velo2;False;True;OPEN;15;2825
IRELAND;Dublin;STRAND STREET GREAT;dublinbikes;False;True;OPEN;35;2823
Russia;Kazan;01 KSTU - КГТУ /МГАХИ ИМ. СУРИКОВА;Veli'k;False;True;OPEN;20;2823
Luxembourg;Luxembourg;MARGUERITES;Veloh;False;True;OPEN;20;2823
France;Lyon;10043 - SALENGRO / FEYSSINE;Vélo'V;False;True;OPEN;20;2823
Belgium;Namur;001 - OCTAVE HENRY;Li bia velo;False;True;OPEN;15;2823
France;Nantes;00103 - STATION MOBILE;Bicloo;False;False;OPEN;20;2823
France;Paris;19038 - JOURDAIN;Velib;True;True;OPEN;19;2820
France;Paris;21106 - MORICE 2 (CLICHY);Velib;False;True;OPEN;25;2820
France;Paris;19045 - CANAL SAINT DENIS - BD MACDONALD;Velib;False;True;CLOSED;65;908
France;Paris;20108 - HOSPICE DEBROUSSE;Velib;True;True;OPEN;22;2820
France;Paris;11102 - RUE DES BOULETS ( COMPLEMENTAIRE );Velib;False;True;OPEN;58;2820
Spain;Seville;028_CALLE RAFAEL SALGADO;SEVICI;False;True;OPEN;18;2818
France;Toulouse;00093 - PRINTEMPS;Vélô;False;True;OPEN;17;2818
Spain;Valence;031_CALLE SALAMANCA;Valenbisi;False;False;OPEN;20;2818
Spain;Valence;184_CALLE_BOMBER_RAMON_DUART;Valenbisi;False;False;OPEN;15;2818
France;Paris;41202 - CHARMES (FONTENAY SOUS BOIS);Velib;False;True;OPEN;65;1032
France;Besancon;14 - JACOBINS;VéloCité;False;False;OPEN;10;2827
Australia;Brisbane;85 - OXLADE DR / TURNER AVE;CityCycle;False;False;OPEN;21;2827
Belgium;Bruxelles-Capitale;088 - WOESTE;villo;False;False;OPEN;25;2826
Belgium;Bruxelles-Capitale;230 - BERKENDAEL / BERKENDAAL;villo;False;False;OPEN;24;2826
Belgium;Bruxelles-Capitale;066 - SCHUMAN;villo;True;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;068 - JEAN REY;villo;False;True;OPEN;25;2826
Belgium;Bruxelles-Capitale;191 - ARTAN;villo;False;True;OPEN;24;2826
Slovenia;Ljubljana;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;Bicikelj;False;False;OPEN;20;2823
France;Lyon;4003- PLACE COMMANDANT  ARNAUD;Vélo'V;True;True;OPEN;17;2823
France;Marseille;2240-DAMES - TERRAS;Le vélo;False;True;OPEN;9;2823
France;Mulhouse;09 - NESSEL;VéloCité;False;True;OPEN;15;2823
France;Paris;35006 - DELIZY (PANTIN);Velib;False;True;OPEN;22;2820
France;Paris;12021 - COURTELINE;Velib;False;True;OPEN;50;2820
France;Paris;17023 - AVENUE DE LA PORTE D'ASNIÈRES;Velib;False;True;OPEN;36;566
France;Paris;10019 - PARADIS;Velib;False;True;OPEN;31;2820
France;Paris;04101 - BASTILLE;Velib;False;True;OPEN;20;2622
France;Paris;17014 - PORTE DE CLICHY - AVENUE DE CLICHY;Velib;False;True;OPEN;34;2820
Spain;Seville;014_AVENIDA SANCHEZ PIZJUAN;SEVICI;False;True;OPEN;40;2818
France;Toulouse;00051 - DUPORTAL BRIENNE;Vélô;False;True;OPEN;18;2818
Belgium;Bruxelles-Capitale;014 - PORTE DE NAMUR / NAAMSEPOORT (FERMÉE);villo;True;True;CLOSED;23;39
Australia;Brisbane;32 - TANK ST / GEORGE ST;CityCycle;False;False;OPEN;18;2827
Sweden;Goteborg;SVINGELN;Göteborg;False;True;OPEN;20;2823
Slovenia;Ljubljana;DUNAJSKA C.-PS PETROL;Bicikelj;False;False;OPEN;20;2823
Luxembourg;Luxembourg;COQUE;Veloh;False;True;OPEN;15;2823
France;Marseille;8068-PRADO BORELY;Le vélo;False;True;OPEN;9;2823
France;Paris;23010 - VOLTAIRE (LEVALLOIS);Velib;False;True;OPEN;25;2820
France;Paris;14009 - COTY TOMBE D'ISSOIRE;Velib;False;True;OPEN;36;2820
France;Paris;16031 - BOULAINVILLIERS;Velib;False;True;OPEN;20;2820
France;Paris;10001 - JOHANN STRAUSS;Velib;False;True;OPEN;62;2820
France;Paris;17019 - MALESHERBES;Velib;False;True;OPEN;20;2820
France;Paris;05001 - SAINT GERMAIN HARPE;Velib;False;True;OPEN;43;2820
Spain;Seville;226_AVENIDA DOCTOR EMILIO LEMOS;SEVICI;False;True;OPEN;15;2818
Spain;Seville;048_CALLE CHURRUCA;SEVICI;False;True;OPEN;15;2818
Spain;Valence;228_AVDA_NICASIO_BENLLOCH_ESQ_CALLE_L'HORTA_SUD;Valenbisi;False;True;OPEN;15;2818
