country;contract_name;name;company;count
IRELAND;Dublin;JAMES STREET EAST;dublinbikes;2823
IRELAND;Dublin;DAME STREET;dublinbikes;2823
France;Lyon;3083 - LES HALLES;Vélo'V;2823
France;Lyon;5036 - LA SALETTE;Vélo'V;2823
France;Nantes;00067-PLACE WALDECK ROUSSEAU;Bicloo;2823
France;Paris;19013 - LAUMIERE;Velib;2820
France;Paris;04001 - NOTRE DAME;Velib;2820
France;Paris;01004 - MARGUERITE DE NAVARRE;Velib;2820
Spain;Seville;206_AVENIDA KANSAS CITY;SEVICI;2818
Spain;Seville;095_CALLE AMÉRICO VESPUCIO;SEVICI;2818
Spain;Seville;157_AVENIDA CARDENAL BUENO MONREAL;SEVICI;2818
Spain;Valence;225_CALLE_PADRE_BARRANCO_DESPUES_CALLE_BENIFAIRO;Valenbisi;2818
Belgium;Bruxelles-Capitale;355 - PARNASSE;villo;2826
Belgium;Bruxelles-Capitale;352 - ROUGE-CLOÎTRE / ROOD-KLOOSTER;villo;2826
France;Lyon;10091 - CHÂTEAU GAILLARD / FORT;Vélo'V;2823
France;Lyon;10079 - ANATOLE FRANCE / BARBUSSE;Vélo'V;2823
France;Lyon;9003 - PLACE VALMY;Vélo'V;2823
France;Lyon;3007 - PLACE D'ARSONVAL (FAR);Vélo'V;2823
France;Paris;08031 - ROND POINT DES CHAMPS ELYSEES;Velib;2820
France;Paris;13045 - TOLBIAC ALBERT;Velib;2820
France;Paris;42008 - CASANOVA (IVRY);Velib;2820
France;Paris;20036 - MENILMONTANT - PELLEPORT;Velib;2820
France;Paris;11022 - LEON BLUM ROQUETTE;Velib;2820
France;Paris;07006 - QUAI VOLTAIRE;Velib;2820
France;Toulouse;00173 - MAUNOURY / SEGELA;Vélô;2818
France;Toulouse;00269 - PLACE SAUVEGRAIN;Vélô;2818
Spain;Valence;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;Valenbisi;2818
Spain;Valence;015_RIBERA;Valenbisi;2818
Belgium;Bruxelles-Capitale;274 - CORHAY;villo;2826
Belgium;Bruxelles-Capitale;150 - MEISER/MEISER;villo;2826
Belgium;Bruxelles-Capitale;277 - VAN PRAET;villo;2826
France;Cergy-Pontoise;50016 - CER16 - UNIVERSITÉ LES CHÊNES (CB);Velo2;2825
France;Creteil;05 - GENERAL LECLERC / BARRAGE;Cristolib;2823
IRELAND;Dublin;HEUSTON STATION (CENTRAL);dublinbikes;2823
Sweden;Lund;FYSIOLOGEN;Lundahoj;2823
Luxembourg;Luxembourg;UM REIMERWEE;Veloh;2823
France;Lyon;3015 - SERVIENT / GARIBALDI;Vélo'V;2823
France;Lyon;7002 - UNIVERSITÉS LYON III / LYON II (FAR);Vélo'V;2823
France;Nantes;00070-GARE SUD 2;Bicloo;2823
France;Paris;10032 - DODU;Velib;2820
France;Paris;17117 - PEREIRE SAUSSURE;Velib;2820
France;Paris;09001 - POISSONNIERE;Velib;2820
France;Paris;13014 - GARE D'AUSTERLITZ;Velib;2820
France;Paris;23006 - GUESDE (LEVALLOIS);Velib;2820
France;Paris;07024 - AVENUE RAPP;Velib;2820
Spain;Seville;207_CALLE IFNI;SEVICI;2818
Spain;Seville;011_ALBERTO JIMÉNEZ BECERRIL;SEVICI;2818
France;Toulouse;00238 - HERBETTES / BUTTE;Vélô;2818
France;Toulouse;00219 - PUCCINI/ BLAGNAC;Vélô;2818
France;Toulouse;00012 - PARGAMINIERES;Vélô;2818
Australia;Brisbane;99 - CORDELIA ST / PEEL ST;CityCycle;2827
Belgium;Bruxelles-Capitale;210 - MARIUS RENARD;villo;2826
Belgium;Bruxelles-Capitale;051 - MIDI FONSNY/ZUID FONSNY;villo;2826
France;Cergy-Pontoise;56106 - ERA06 - CENTRE TECHNIQUE MUNICIPAL;Velo2;2825
France;Cergy-Pontoise;50020 - CONSEIL GÉNÉRAL;Velo2;2825
IRELAND;Dublin;YORK STREET WEST;dublinbikes;2823
Luxembourg;Luxembourg;GLACIS KAPELL;Veloh;2823
France;Lyon;1023 - CROIX ROUSSE / PERFETTI;Vélo'V;2823
France;Paris;07007 - MUSÉE D'ORSAY;Velib;2820
France;Paris;43005 - AUBERT (VINCENNES);Velib;2820
France;Paris;08008 - ROME SAINT LAZARE;Velib;2820
France;Paris;13055 - LAGROUA;Velib;2820
France;Paris;19029 - SEINE FLANDRE;Velib;2820
France;Paris;11031 - PARMENTIER;Velib;2820
France;Paris;11007 - FAIDHERBE PALAIS DE LA FEMME;Velib;2820
France;Paris;14114 - PLACE DE CATALOGNE;Velib;2820
Spain;Seville;242_PLAZA NUEVA;SEVICI;2818
Spain;Seville;107_CALLE LUIS MORALES;SEVICI;2818
France;Toulouse;00002 - LAFAYETTE;Vélô;2818
Spain;Valence;263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA;Valenbisi;2818
Belgium;Bruxelles-Capitale;330 - VANDERVELDE;villo;1992
France;Besancon;22 - LIBERTE;VéloCité;2827
Australia;Brisbane;28 - GEORGE ST / ADELAIDE ST;CityCycle;2827
Belgium;Bruxelles-Capitale;164 - KENNIS;villo;2826
Belgium;Bruxelles-Capitale;298 - HALL DES SPORTS;villo;2826
Belgium;Bruxelles-Capitale;307 - KAREL BOGAERT;villo;2826
Belgium;Bruxelles-Capitale;067 - PARC CINQUANTENAIRE / JUBELPARK;villo;2826
Belgium;Bruxelles-Capitale;297 - TEN REUKEN;villo;2826
France;Lyon;4023 - PONT MAZARYK;Vélo'V;2823
France;Lyon;5006 - QUAI ROMAIN ROLLAND;Vélo'V;2823
France;Lyon;5001 - PLACE VARILLON (FUNICULAIRE ST JUST);Vélo'V;2823
France;Marseille;1213-GRIGNAN - MARCELLE PAUL;Le vélo;2823
France;Mulhouse;37 - TUNNEL;VéloCité;2823
France;Nantes;00069 - MANUFACTURE;Bicloo;2823
France;Paris;42207 - PARIS 3 (CHARENTON);Velib;2820
France;Paris;13048 - TOLBIAC WURTZ;Velib;2820
France;Paris;42009 - VERDUN (IVRY);Velib;2820
Spain;Seville;246_PUERTO DE LOS AZORES;SEVICI;2818
Spain;Seville;124_CALLE ENRAMADILLA;SEVICI;2818
France;Toulouse;00004 - STE URSULE;Vélô;2818
France;Toulouse;00148 - COLLIGNON;Vélô;2818
Spain;Valence;109_AVDA. NARANJOS;Valenbisi;2818
Spain;Valence;87_AVDA BLASCO IBAÑEZ 2;Valenbisi;2818
Spain;Valence;075_CAMPOAMOR I;Valenbisi;2818
France;Paris;42003 - INSURRECTION AOUT 1944 (IVRY);Velib;286
France;Amiens;20- BRANLY;Velam;2828
Australia;Brisbane;139 - BI-CENTENNIAL BIKE WAY / LANG PDE;CityCycle;2827
France;Cergy-Pontoise;50005 - CER05 - MOULIN A VENT;Velo2;2825
IRELAND;Dublin;BLACKHALL PLACE;dublinbikes;2823
Luxembourg;Luxembourg;GELLE FRA;Veloh;2823
France;Marseille;02279 - DOCKS LES TERRASSES DU PORT;Le vélo;2823
France;Marseille;6100-PAUL PEYTRAL;Le vélo;2823
France;Marseille;8093-HAMBOURG ROND POINT GUERRE;Le vélo;2823
France;Paris;20025 - GAMBETTA GATINES;Velib;2820
France;Paris;05034 - CENSIER;Velib;2820
France;Paris;02002 - MONTORGUEIL ETIENNE MARCEL;Velib;2820
France;Paris;35007 - DELESSERT (PANTIN);Velib;2820
France;Paris;11006 - LEDRU ROLLIN-BASFROI;Velib;2820
Spain;Seville;111_PZA FARMACÉUTICO MURILLO HERRERA;SEVICI;2818
France;Toulouse;00270 - SILVIO TRENTIN;Vélô;2818
JAPAN;Toyama;旅籠町 HATAGO-MACHI;cyclocity;2818
Belgium;Bruxelles-Capitale;197 - DE SMET;villo;1184
Sweden;Lund;GALTEN;Lundahoj;2823
France;Paris;21705 - HUGO (VANVES);Velib;2820
France;Toulouse;00132 - MINIMES BILARD;Vélô;2818
Spain;Valence;136_CALLE_ECONOMISTA_GAY;Valenbisi;2818
Australia;Brisbane;42 - WHARF STREET / ADELAIDE STREET;CityCycle;2827
Belgium;Bruxelles-Capitale;231 - KERSBEEK;villo;2826
Sweden;Goteborg;ULLEVIGATAN;Göteborg;2823
France;Lyon;1031 - PLACE DE LA PAIX;Vélo'V;2823
France;Lyon;4021 - TABAREAU;Vélo'V;2823
France;Lyon;8024 - MERMOZ / MICHELET;Vélo'V;2823
France;Lyon;8039 - PIERRE DELORE;Vélo'V;2823
France;Paris;16044 - STADE FRANCAIS;Velib;2820
France;Paris;02015 - OPERA - CAPUCINES;Velib;2820
France;Paris;16035 - HIPPODROME D AUTEUIL;Velib;2820
France;Paris;18112 - HÔPITAL BICHAT;Velib;2820
Spain;Seville;217_CALLE DE LA A.D.A.;SEVICI;2818
Spain;Valence;218_CALLE_SALVADOR_FERRANDIS_LUNA_ESQ_CALLE_JUAN_B;Valenbisi;2818
Belgium;Bruxelles-Capitale;321 - SACRE-CŒUR DE/HEILIGE HART VAN JETTE;villo;2826
Belgium;Bruxelles-Capitale;196 - PRINCE DE LIEGE / PRINS VAN LUIK;villo;2826
IRELAND;Dublin;LIME STREET;dublinbikes;2823
France;Lyon;8001 - UNIVERSITÉ LYON III (FAR);Vélo'V;2823
France;Lyon;10087 - BARATIN;Vélo'V;2823
France;Lyon;4001 - CONSERVATOIRE BIS;Vélo'V;2823
France;Lyon;7049 - CITÉ SCOLAIRE INTERNATIONALE;Vélo'V;2823
France;Paris;15118 - PLACE BIENVENUE;Velib;2820
France;Paris;11032 - METALLOS;Velib;2820
France;Paris;19018 - CITÉ DE LA MUSIQUE;Velib;2820
France;Paris;13054 - PAU CASALS;Velib;2820
France;Paris;18015 - CUSTINE;Velib;2820
Spain;Seville;064_CALLE CUESTA DE ROSARIO;SEVICI;2818
Spain;Seville;247_AVDA. RAMON Y CAJAL;SEVICI;2818
France;Toulouse;00105 - BILLIERE -CHAMPETRE;Vélô;2818
France;Toulouse;00112 - PLACE RUSSEL - BRANLY;Vélô;2818
France;Toulouse;00017 - STRASBOURG SARDANE;Vélô;2818
IRELAND;Dublin;CUSTOM HOUSE QUAY;dublinbikes;2823
Luxembourg;Luxembourg;GAULOIS;Veloh;2823
France;Lyon;6004 - FOCH (FAR);Vélo'V;2823
France;Paris;19038 - JOURDAIN;Velib;2820
France;Paris;09005 - SQUARE D'ANVERS;Velib;2820
France;Paris;13111 - CIMETIERE DE GENTILLY;Velib;2820
France;Paris;08005 - MADELEINE;Velib;2820
France;Paris;09016 - MARTYRS CHORON;Velib;2820
France;Paris;09031 - PROVENCE;Velib;2820
France;Paris;15043 - BRANCION;Velib;2820
France;Paris;32604 - KOCK (LES LILAS);Velib;2820
France;Paris;09028 - MONCEY BLANCHE;Velib;2820
France;Paris;08051 - CHAPTAL;Velib;2820
France;Paris;08101 - LONDRES AMSTERDAM;Velib;2820
France;Paris;19108 - ROSA PARKS – GASTON TESSIER;Velib;2820
France;Paris;09032 - MATHURINS;Velib;2820
France;Toulouse;00111 - MINIMES PASSERELLE;Vélô;2818
France;Toulouse;00059 - CONCORDE;Vélô;2818
Spain;Valence;243_ALBACETE_ESQ_MALUQUER;Valenbisi;2818
Lithuania;Vilnius;36-AUTOBUSŲ STOTIS;Cyclocity;2818
France;Besancon;02 - SQUARE BOUCHOT;VéloCité;2827
Belgium;Bruxelles-Capitale;294 - WIENER;villo;2826
Belgium;Bruxelles-Capitale;056 - ARCHIMEDE / ARCHIMEDES;villo;2826
France;Nantes;00103 - STATION MOBILE;Bicloo;2823
France;Paris;19113 - PRE ST GERVAIS;Velib;2820
France;Paris;12125 - PYRAMIDE ENTRÉE PARC FLORAL;Velib;2820
Spain;Seville;016_CALLE DE MANUEL VILLALOBOS;SEVICI;2818
France;Toulouse;00187 - DESBALS MONTDORE;Vélô;2818
Spain;Valence;271_CALLE_SALVADOR_CERVERÓ_CALLE_CARLOS_CORTINA;Valenbisi;2818
Spain;Valence;229_CALLE_AITANA_ESQ_AVDA_BURJASSOT;Valenbisi;2818
France;Amiens;25- LA HOTOIE;Velam;2828
Belgium;Bruxelles-Capitale;019 - PLACE MORICHAR/MORICHARPLEIN;villo;2826
Belgium;Bruxelles-Capitale;278 - STADE / STADIUM;villo;2826
Belgium;Bruxelles-Capitale;086 - MAISON COMMUNALE DE JETTE GEMEENTEHUIS;villo;2826
Belgium;Bruxelles-Capitale;065 - PARVIS DE ST GILLES;villo;2826
Belgium;Bruxelles-Capitale;093 - CLOVIS;villo;2826
France;Cergy-Pontoise;54904 - VAU04 - MENDES FRANCE;Velo2;2825
Slovenia;Ljubljana;CANKARJEVA UL.-NAMA;Bicikelj;2823
Belgium;Namur;021 - CASINO;Li bia velo;2823
France;Nantes;00039-QUAI MONCOUSU;Bicloo;2823
France;Nantes;00006-PLACE DU CIRQUE;Bicloo;2823
France;Paris;20032 - AMANDIERS;Velib;2820
France;Paris;14106 - STADE DIDOT;Velib;2820
France;Paris;16022 - RUE JEAN BOLOGNE;Velib;2820
France;Paris;15006 - CHERCHE MIDI;Velib;2820
France;Paris;20005 - RUE DE LAGNY SAINT MANDE;Velib;2820
France;Paris;13044 - PLACE JEANNE D'ARC;Velib;2820
France;Toulouse;00164 - BEDOUCE SAOUZELONG;Vélô;2818
France;Toulouse;00094 - SEMARD GARE ROUTIERE;Vélô;2818
Australia;Brisbane;146 - BRISBANE ST / GLEN RD;CityCycle;2827
Belgium;Bruxelles-Capitale;037 - POELAERT / POELAERT;villo;2826
Belgium;Bruxelles-Capitale;112 - PAGE/EDELKNAAP;villo;2826
France;Lyon;7003 - GAMBETTA / GARIBALDI (FAR);Vélo'V;2823
France;Lyon;10060 - SAINT EXUPÉRY;Vélo'V;2407
France;Marseille;6217-ROSTAND - PREFECTURE;Le vélo;2823
France;Marseille;5103-RUE GEORGES;Le vélo;2823
France;Marseille;8078-VIEILLE CHAPELLE;Le vélo;2823
France;Paris;08105 - FRANCOIS 1ER LINCOLN;Velib;2820
France;Paris;07102 - SAINTE CLOTHILDE;Velib;2820
France;Paris;18021 - MARCADET - RAMEY;Velib;2820
France;Paris;17006 - GUY MOQUET DAVY;Velib;2820
France;Toulouse;00072 - FITTE CUGNAUX;Vélô;2818
Spain;Valence;139_C/ REUS;Valenbisi;2818
Spain;Santander;001_JARDINES DE PEREDA;Tusbic;543
Australia;Brisbane;117 - VULTURE ST / TRIBUNE ST;CityCycle;2827
Australia;Brisbane;93 - GREY ST / QCA;CityCycle;2827
France;Lyon;10006 - CHARPENNES (FAR);Vélo'V;2823
France;Lyon;3044 - QUAI AUGAGNEUR (FAR);Vélo'V;2823
France;Mulhouse;17 - PLACE DE LA REUNION;VéloCité;2823
France;Mulhouse;24 - TIVOLI;VéloCité;2823
France;Paris;31705 - CHAMPEAUX (BAGNOLET);Velib;2820
France;Paris;11044 - RICHARD LENOIR VOLTAIRE NORD;Velib;2820
France;Paris;09034 - GODOT DE MAUROY;Velib;2820
France;Paris;23001 - COUTURIER 1 (LEVALLOIS);Velib;2820
France;Paris;13123 - BNF - QUAI FRANÇOIS MAURIAC;Velib;2820
Spain;Seville;147_CARRETERA DE CARMONA;SEVICI;2818
France;Toulouse;00019 - CARNOT PERI;Vélô;2818
Spain;Valence;072_RAMIRO MAETZU;Valenbisi;2818
Australia;Brisbane;37 - UPPER ROMA ST / EAGLE TCE;CityCycle;2827
Belgium;Bruxelles-Capitale;170 - RIGA;villo;2826
Belgium;Bruxelles-Capitale;232 - DOMAINE / DOMEIN;villo;2826
France;Cergy-Pontoise;50017 - CER17 - CERGY VILLAGE CENTRE;Velo2;2825
IRELAND;Dublin;BENSON STREET;dublinbikes;2823
Sweden;Goteborg;VASAGATAN/HEDEN;Göteborg;2823
France;Lyon;6011- MAIRIE DU 6ÈME;Vélo'V;2823
France;Marseille;6254-ROME - BERLIOZ - ITALIE;Le vélo;2823
France;Marseille;6177-BAILLE FRIEDLAND;Le vélo;2823
France;Paris;33104 - JOINEAU (PRE SAINT GERVAIS);Velib;2820
France;Paris;16034 - PORTE D'AUTEUIL;Velib;2820
France;Paris;03004 - REPUBLIQUE 23;Velib;2820
France;Paris;20024 - GAMBETTA - PÈRE LACHAISE;Velib;2820
France;Paris;42010 - ROBESPIERRE (IVRY);Velib;2820
France;Paris;11104 - CHARONNE DU BUREAU;Velib;2820
France;Paris;02021 - CLERY;Velib;2820
France;Paris;05007 - ECOLES CARMES;Velib;2820
Spain;Santander;005_GLORIETA DE LOS DELFINES;Tusbic;2819
France;Toulouse;00196 - GOUJON - GUILHEMERY;Vélô;2818
France;Toulouse;00181 - PLANA GARNIER;Vélô;2818
Spain;Valence;238_SAN_JOSE_ARTESANO_FRANCISCO_MOROTE_GREUS;Valenbisi;2818
Australia;Brisbane;36 - ROMA STREET / GARRICK STREET;CityCycle;2827
Belgium;Bruxelles-Capitale;122 - GARE D'ETTERBEEK;villo;2826
Luxembourg;Luxembourg;PARAISER PLAZ;Veloh;2823
France;Lyon;7009 - JEAN JAURÈS;Vélo'V;2823
France;Lyon;1005 - MEISSONNIER;Vélo'V;2823
France;Lyon;2020 - MUSEE DES CONFLUENCES;Vélo'V;2823
France;Lyon;2002 - BELLECOUR / ST EXUPÉRY;Vélo'V;2823
France;Paris;15103 - SQUARE DES CÉVENNES;Velib;2820
France;Paris;21001 - TRANSVAL (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;12152 - MICHEL CHASLES - GARE DE LYON;Velib;2820
France;Toulouse;00154 - GALLOIS;Vélô;2818
France;Toulouse;00131 - BERNIES;Vélô;2818
Spain;Valence;227_CALLE_SAN_CLEMENTE_ENTRA_HOSPITAL_ARNAU_VILANO;Valenbisi;2818
Spain;Valence;069_AVDA. DEL PUERTO;Valenbisi;2818
Australia;Brisbane;130 - O'CONNELL ST / LAMBERT ST;CityCycle;2827
Australia;Brisbane;81 - LANGSHAW ST / BRUNSWICK ST;CityCycle;2827
Belgium;Bruxelles-Capitale;076 - PLACE VAN MEENEN/VAN MEENENPLEIN;villo;2826
Belgium;Bruxelles-Capitale;250 - SAINTE-ELISABETH;villo;2826
Luxembourg;Luxembourg;ROUSEGAERTCHEN;Veloh;2823
France;Lyon;8057 - VIENNE / MONTAGNY;Vélo'V;2823
France;Nantes;00074-CANCLAUX;Bicloo;2823
France;Nantes;00075-LAMORICIERE;Bicloo;2823
France;Paris;16016 - PAUL DOUMER / LA TOUR;Velib;2820
France;Paris;34010 - DIDEROT 2 (SAINT OUEN);Velib;2820
France;Paris;16013 - AVENUE HENRI MARTIN;Velib;2820
France;Paris;07005 - BAC;Velib;2820
Spain;Santander;003_PARQUE LAS LLAMAS;Tusbic;2819
France;Toulouse;00172 - NETWILLER / LAFORGUE;Vélô;2818
France;Toulouse;00082 - SEJOURNE CATALANS;Vélô;2818
Spain;Valence;48_AVDA. ANTONIO FERRANDIS;Valenbisi;2818
Spain;Valence;135_AVDA. CONSTITUCIÓN;Valenbisi;2818
Spain;Valence;241_VALL_DE_ALBAIDA_PEATONAL;Valenbisi;2818
Australia;Brisbane;121 - VULTURE ST / STANLEY ST;CityCycle;2827
Australia;Brisbane;63 - ANN ST / MURRI WAY;CityCycle;2827
Australia;Brisbane;58 - EAST ST / ANN ST;CityCycle;2827
Belgium;Bruxelles-Capitale;131 - JARDIN MASSART;villo;2826
Belgium;Bruxelles-Capitale;301 - MARIE-JOSE;villo;2826
France;Lyon;10030 - GREUZE;Vélo'V;2823
France;Lyon;10046 - CHARMETTES/ZOLA;Vélo'V;2823
France;Marseille;8262-MAZARGUES-BARRAL;Le vélo;2823
France;Mulhouse;09 - NESSEL;VéloCité;2823
France;Paris;11008 - FAIDHERBE CHALIGNY;Velib;2820
France;Paris;18101 - CHAMPIONNET;Velib;2820
France;Paris;19116 - JAURES VILLETTE;Velib;2820
France;Paris;20026 - PELLEPORT;Velib;2820
France;Paris;41101 - DOUMER (ARCUEIL);Velib;2820
France;Paris;16037 - MOLITOR - MICHEL ANGE;Velib;2820
Spain;Seville;227_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;2818
Spain;Valence;021_JUAN_LLORENS_29;Valenbisi;2818
Belgium;Bruxelles-Capitale;281 - ATOMIUM;villo;2826
Belgium;Bruxelles-Capitale;128 - MUSEE DU TRAM;villo;2826
Belgium;Bruxelles-Capitale;083 - SIMONIS;villo;2826
Belgium;Bruxelles-Capitale;111 - ETANGS MELLAERTS VIJVERS;villo;2826
France;Cergy-Pontoise;50012 - CER12 - PLACE DU HAUT-GENCY;Velo2;2825
Sweden;Goteborg;FRIGÅNGSGATAN;Göteborg;2823
France;Lyon;7056 - PLACE RASPAIL (FAR);Vélo'V;2823
France;Marseille;8307-PRADO MICHELET;Le vélo;2823
France;Nantes;00021-MARCHE TALENSAC SUD;Bicloo;2823
France;Paris;07004 - RASPAIL VARENNE;Velib;2820
France;Paris;17116 - REIMS;Velib;2820
France;Paris;32602 - POULMARCH (LES LILAS);Velib;2820
Spain;Seville;122_CALLE ENRAMADILLA;SEVICI;2818
Spain;Seville;179_RONDA URBANA NORTE;SEVICI;2818
France;Toulouse;00085 - MARECHAL LECLERC;Vélô;2818
France;Toulouse;00140 - EMILE MALE;Vélô;2818
France;Toulouse;00272 - ANDRE VASSEUR;Vélô;2818
France;Toulouse;00267 - GONIN;Vélô;2818
Spain;Valence;244_AVDA_PIO_BAROJA_VALLE_DE_LA_BALLESTERA;Valenbisi;2818
Belgium;Bruxelles-Capitale;069 - LESBROUSSART;villo;2826
France;Lyon;9044 - MASSET / SAINT PIERRE DE VAISE;Vélo'V;2823
France;Lyon;2006 - PLACE DE L'HIPPODROME;Vélo'V;2823
France;Lyon;10117 - LA PERALLIÈRE;Vélo'V;2823
France;Marseille;4238-LIBERATION-CHAPE-ESPERANDIEU;Le vélo;2823
France;Marseille;3321 - BELLE DE MAI FRICHE;Le vélo;2823
France;Paris;08549 - PLACE DUNANT;Velib;2820
France;Paris;15067 - DESAIX;Velib;2820
France;Paris;16123 - MAHATMA GANDHI;Velib;2820
France;Paris;06018 - MICHELET ASSAS;Velib;2820
France;Paris;10003 - HAUTEVILLE;Velib;2820
France;Paris;17045 - PLACE DES TERNES - 5;Velib;2820
Spain;Seville;239_CALLE CIUDAD DE LIRIA;SEVICI;2818
Spain;Valence;108_ LUIS PEIXO;Valenbisi;2818
France;Besancon;17 - PREFECTURE;VéloCité;2827
Belgium;Bruxelles-Capitale;289 - SQUARE GEORGES MARLOWSQUARE;villo;2826
Belgium;Bruxelles-Capitale;220 - LUTHER KING;villo;2826
Belgium;Bruxelles-Capitale;149 - JULES LEBRUN;villo;2826
Belgium;Bruxelles-Capitale;312 - CENTRE CULTUREL / CULTUREEL CENTRUM;villo;2826
IRELAND;Dublin;UPPER SHERRARD STREET;dublinbikes;2823
Sweden;Goteborg;SKANSTORGET;Göteborg;2823
France;Lyon;10074 - ZOLA / PASSAGE REY;Vélo'V;2823
France;Lyon;6037 - CITÉ INTERNATIONALE / INTERPOL;Vélo'V;2823
France;Lyon;7022 - JAURÈS / LAGRANGE;Vélo'V;2823
France;Paris;17046 - MAC MAHON;Velib;2820
France;Paris;21005 - MORIZET (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;12013 - RUE MONTGALLET;Velib;2820
France;Paris;20038 - LEON FRAPIE;Velib;2820
France;Paris;14021 - PLACE DE LA PORTE DE CHATILLON;Velib;2820
Spain;Seville;258_ESTACA DE VARES;SEVICI;2818
Spain;Seville;175_RONDA TAMARGUILLO;SEVICI;2818
Spain;Seville;146_AVENIDA REINA MERCEDES;SEVICI;2818
France;Toulouse;00146 - SANG DE SERP - DAGNAUX;Vélô;2818
France;Toulouse;00047 - NAZARETH LANGUEDOC;Vélô;2818
Spain;Valence;276_EDIFICIO_VELES_E_VENTS;Valenbisi;2818
Belgium;Bruxelles-Capitale;034 - FONTAINAS / FONTAINAS;villo;2826
Belgium;Bruxelles-Capitale;072 - ULB SOLBOSCH / VUB  SOLBOSCH;villo;2826
France;Lyon;3024 - ROCKEFELLER / ESQUIROL;Vélo'V;2823
France;Mulhouse;15 - GRAND REX;VéloCité;2823
France;Mulhouse;05 - METZ;VéloCité;2823
Belgium;Namur;018 - CPAS;Li bia velo;2823
France;Nantes;00055-MAGELLAN;Bicloo;2823
France;Paris;09002 - MAUBEUGE CONDORCET;Velib;2820
France;Paris;08012 - CLICHY;Velib;2820
France;Paris;12035 - MADAGASCAR;Velib;2820
France;Paris;13033 - PORTE D'ITALIE;Velib;2820
France;Paris;08110 - STOCKOLM ROME;Velib;2820
France;Paris;11105 - REPUBLIQUE PARMENTIER;Velib;2820
France;Toulouse;00257 - CHATEAU DE L'HERS;Vélô;2818
France;Toulouse;00232 - NARBONNE/ MIROUSE;Vélô;2818
Spain;Valence;036_PZA_LOS_FUEROS_CONDE_TRENOR;Valenbisi;2818
Australia;Brisbane;26 - NORTH QUAY / REDDACLIFF PLACE;CityCycle;2827
Australia;Brisbane;118 - MELBOURNE ST / MERIVALE ST;CityCycle;2827
Australia;Brisbane;142 - SYLVAN RD / CORONATION DR;CityCycle;2827
Luxembourg;Luxembourg;PLACE DE FRANCE;Veloh;2823
France;Lyon;4012 - PLACE ADRIEN GODIEN;Vélo'V;2823
France;Lyon;9051 - ANDREI SAKHAROV;Vélo'V;2823
France;Marseille;8308-PRADO LATIL;Le vélo;2823
France;Nantes;00020-BELLAMY;Bicloo;2823
France;Nantes;00088-MELLINET;Bicloo;2823
France;Paris;02016 - ABOUKIR;Velib;2820
France;Paris;15114 - PASTEUR COTENTIN;Velib;2820
France;Paris;15122 - PLACE CHARLES VALLIN;Velib;2820
France;Paris;16003 - ANDRE MAUROIS;Velib;2820
France;Paris;15002 - BOURDELLE;Velib;2820
France;Paris;08041 - CHAMPS ELYSEES LINCOLN;Velib;2820
Spain;Seville;257_TORRES ALBARRACIN;SEVICI;2818
France;Toulouse;00043 - DUPUY;Vélô;2818
Spain;Valence;231_CALLE_DE_ALCAÑIZ_ESQ_CALLE_CAMBRILS;Valenbisi;2818
France;Besancon;28 - LECLERC;VéloCité;2827
Belgium;Bruxelles-Capitale;047 - LES QUAIS / KAAIEN;villo;2826
Belgium;Bruxelles-Capitale;027 - SQUARE ALBERT I / ALBERT I SQUARE;villo;2826
Belgium;Bruxelles-Capitale;053 - GARE DU MIDI / ZUIDSTATION;villo;2826
Belgium;Bruxelles-Capitale;059 - PLACE ST-JOSSE/ST JOOSTPLEIN;villo;2826
IRELAND;Dublin;HEUSTON STATION (CAR PARK);dublinbikes;2823
Slovenia;Ljubljana;TRG OF-KOLODVORSKA UL.;Bicikelj;2823
Luxembourg;Luxembourg;WINSTON CHURCHILL;Veloh;2823
France;Lyon;2012 - GAILLETON;Vélo'V;2823
France;Lyon;9040 - PLACE RHODIACETA;Vélo'V;2823
France;Lyon;10064 - 4 AOÛT 1789;Vélo'V;2823
France;Paris;13026 - PLACE HENOCQUE VERSION 2;Velib;2820
France;Paris;09029 - TRINITE;Velib;2820
France;Paris;17101 - ALEXANDRE CHARPENTIER;Velib;2820
France;Paris;02007 - CHABANAIS;Velib;2820
Spain;Seville;104_AVENIDA EDUARDO DATO;SEVICI;2818
Spain;Valence;45_AVDA. GRAL. URRUTIA;Valenbisi;2818
France;Besancon;20 - REVOLUTION;VéloCité;2827
Australia;Brisbane;134 - RAILWAY TCE / CRIBB ST;CityCycle;2827
Australia;Brisbane;64 - SKYRING TCE / CUNNINGHAM ST;CityCycle;2827
Sweden;Goteborg;BRUNNSGATAN;Göteborg;2823
Luxembourg;Luxembourg;FISCHERHAFF;Veloh;2823
France;Lyon;7008 - JEAN JAURÈS / GUILLOTIÈRE;Vélo'V;2823
France;Lyon;10047 - LHERMINIER/PRESSENSÉ;Vélo'V;2823
France;Lyon;10048 - PLACE MARENGO;Vélo'V;2823
France;Marseille;1226-PLAINE-ST PIERRE;Le vélo;2823
